iso3alpha,cowccode,iso3numeric,yearbegin,yearend,location,locationISO,expectation,illtreatment,it_cert,unstated,scarring,stealth,death,magnitude,om_cert,numbervictims,vtcriminal,vtdissident,vtmarginalized,vtstateagent,vtpow,vtunst,vt_cert,aocpolice,aocprison,aocmilitary,aocimmigrationdetention,aocintelligence,aocparamilitary,aocunst,aoc_cert,formalcomplaint,investigation,investoutcome,adjlocationintlcourt,adjlocationdomcourt,adjudicationoutcome,adjout_cert,transborder,destination,destinationISO,dest_cert,codernum,RstrctAccess
MEX,70,484,2005,2005,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
GTM,90,320,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,Yes,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,22,No
GTM,90,320,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,6,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Pending,A,Not Transborder,,,,11,No
GTM,90,320,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,11,No
GTM,90,320,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,22,No
GTM,90,320,1995,1995,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,No,Yes,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1995,1996,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,Yes,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,,,Pending,A,Not Transborder,,,,11,No
GTM,90,320,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,23,No
GTM,90,320,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1995,1998,Inside National Borders,,No,No,A,Yes,Yes,Yes,Yes,1-9,A,1,No,Yes,Yes,Yes,No,No,A,No,No,Yes,No,No,No,No,B,Yes,Yes,Adjudication/Mediation,No,Yes,Acquittal,B,Not Transborder,,,,10,No
GTM,90,320,1996,1996,Inside National Borders,,No,Yes,A,No,No,No,No,10-99,A,21,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,8,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,22,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,22,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,4,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,Yes,No,No,A,No,No,Yes,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,Yes,A,Yes,No,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Yes,No,,,,,,Not Transborder,,,,11,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,22,No
GTM,90,320,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,11,No
GTM,90,320,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,11,No
GTM,90,320,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1997,1997,Inside National Borders,,No,Yes,A,Yes,Yes,Yes,No,1-9,A,3,No,Yes,Yes,No,No,No,C,Yes,No,Yes,No,No,No,No,B,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,1999,1999,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,13,No
GTM,90,320,1999,1999,Inside National Borders,,No,Yes,A,No,Yes,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,13,No
GTM,90,320,2000,2003,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2001,2001,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,2,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,Yes,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,Yes,No,No,No,No,C,Unknown,Unknown,,,,,,Not Transborder,,,,13,No
GTM,90,320,2002,2002,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,Yes,A,No,Yes,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2002,2002,Inside National Borders,,No,No,A,Yes,No,Yes,No,1-9,A,1,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2003,2003,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,3,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,4,No
GTM,90,320,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2004,2004,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
GTM,90,320,2005,2005,Inside National Borders,,No,Yes,B,No,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,C,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
HND,91,340,1995,1995,Inside National Borders,,No,No,A,Yes,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Acquittal,A,Not Transborder,,,,14,No
HND,91,340,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,1995,1996,Inside National Borders,,No,Yes,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Adjudication/Mediation,No,Yes,Pending,B,Not Transborder,,,,14,No
HND,91,340,1995,1996,Inside National Borders,,No,No,A,Yes,Yes,Yes,No,1-9,A,6,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Adjudication/Mediation,No,Yes,Pending,B,Not Transborder,,,,14,No
HND,91,340,1995,1996,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,4,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,14,No
HND,91,340,1996,1996,Inside National Borders,,No,Yes,A,Yes,No,No,No,10-99,B,Not Zero,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,1997,1997,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,Yes,No,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Yes,No,,,,,,Not Transborder,,,,14,No
HND,91,340,1997,1997,Inside National Borders,,Yes,Yes,A,No,No,No,No,10-99,B,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,1998,1998,Inside National Borders,,No,No,A,Yes,Yes,No,Yes,1-9,A,2,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,14,No
HND,91,340,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,Yes,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,14,No
HND,91,340,1999,1999,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,14,No
HND,91,340,2001,2001,Inside National Borders,,No,Yes,A,Yes,Yes,Yes,Yes,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,14,No
HND,91,340,2002,2004,Inside National Borders,,No,No,A,Yes,Yes,No,Yes,1-9,A,1,Yes,No,Yes,No,No,No,B,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,18,No
HND,91,340,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,,,Acquittal,A,Not Transborder,,,,11,No
HND,91,340,2003,2003,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,,,Acquittal,A,Not Transborder,,,,11,No
HND,91,340,2003,2005,Inside National Borders,,No,Yes,A,Yes,Yes,Yes,No,1-9,A,2,Yes,Yes,Yes,No,No,No,A,Yes,Yes,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Acquittal,A,Not Transborder,,,,14,No
HND,91,340,2005,2005,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,Yes,No,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
HND,91,340,2005,2005,Inside National Borders,,No,Yes,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,14,No
SLV,92,222,1995,1996,Inside National Borders,,No,No,A,No,No,Yes,Yes,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,11,No
SLV,92,222,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1996,1996,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,2,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1997,1997,Inside National Borders,,No,Yes,A,No,No,No,No,1-9,A,1,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Conviction or Plea,A,Not Transborder,,,,11,No
SLV,92,222,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,11,No
SLV,92,222,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,Yes,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,Yes,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Conviction or Plea,A,Not Transborder,,,,11,No
SLV,92,222,1999,1999,Inside National Borders,,No,Yes,A,No,No,No,Yes,Not Zero,A,Not Zero,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,6,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,1999,1999,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,6,No,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
SLV,92,222,1999,1999,Inside National Borders,,No,Yes,A,No,No,Yes,Yes,Not Zero,A,Not Zero,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
SLV,92,222,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Conviction or Plea,A,Not Transborder,,,,11,No
NIC,93,558,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,13,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
NIC,93,558,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
NIC,93,558,1999,1999,Inside National Borders,,No,Yes,A,No,Yes,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
NIC,93,558,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,4,No
NIC,93,558,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Dismissal from Employment,,,,,Not Transborder,,,,4,No
NIC,93,558,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
NIC,93,558,2002,2002,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
CRI,94,188,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,None,,,,,Not Transborder,,,,18,No
CRI,94,188,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,Not Zero,No,Yes,No,No,No,No,B,Yes,No,No,No,No,No,No,A,Yes,Yes,Dismissal from Employment,,,,,Not Transborder,,,,18,No
CRI,94,188,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,Not Zero,No,Yes,No,No,No,No,B,Yes,No,No,No,No,No,No,A,Yes,Yes,Legislation/Institution Creation,,,,,Not Transborder,,,,18,No
CRI,94,188,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
CRI,94,188,1996,1996,Inside National Borders,,No,Yes,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,C,Yes,No,No,No,No,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,18,No
CRI,94,188,1997,1997,Inside National Borders,,No,Yes,A,No,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,B,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
PAN,95,591,1996,1996,Inside National Borders,,No,No,A,No,No,No,No,10-99,A,88,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,B,Unknown,Unknown,,,,,,Refoulment,Country of Origin,,A,12,No
PAN,95,591,1997,1997,Inside National Borders,,No,No,A,No,No,No,No,100-999,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Refoulment,Country of Origin,,A,12,No
PAN,95,591,2003,2003,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,1,Yes,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
PAN,95,591,2003,2003,Inside National Borders,0,No,No,A,No,Yes,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
PAN,95,591,2003,2003,Inside National Borders,,No,Yes,A,No,No,No,No,100-999,A,Not Zero,Yes,No,Yes,No,No,No,A,No,No,No,Yes,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
PAN,95,591,2003,2003,Inside National Borders,,No,No,A,No,No,No,No,10-99,A,85,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Refoulment,Country of Origin,,A,12,No
PAN,95,591,2003,2003,Inside National Borders,0,No,No,A,No,No,Yes,No,1-9,A,2,No,No,Yes,No,No,No,B,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Refoulment,Country of Origin,,A,11,No
PAN,95,591,2003,2003,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,12,No
PAN,95,591,2005,2005,Inside National Borders,0,No,No,A,No,No,Yes,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,No,No,,,,,,Not Transborder,,,,11,No
PAN,95,591,2005,2005,Inside National Borders,0,No,No,A,No,Yes,Yes,No,10-99,A,12,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,11,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,Yes,Yes,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,Yes,No,No,No,No,No,A,Yes,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,Yes,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,Yes,Yes,A,Yes,Yes,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,3,Yes,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,A,Not Zero,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,2,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,Yes,A,Yes,No,No,No,10000-99999,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,Yes,Yes,No,1-9,A,Not Zero,Yes,No,No,No,No,No,C,Yes,No,No,No,No,No,No,B,Yes,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,Yes,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,Yes,A,Yes,No,No,No,10000-99999,B,Not Zero,No,No,No,No,No,Yes,A,Yes,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
