iso3alpha,cowccode,iso3numeric,yearbegin,yearend,location,locationISO,expectation,illtreatment,it_cert,unstated,scarring,stealth,death,magnitude,om_cert,numbervictims,vtcriminal,vtdissident,vtmarginalized,vtstateagent,vtpow,vtunst,vt_cert,aocpolice,aocprison,aocmilitary,aocimmigrationdetention,aocintelligence,aocparamilitary,aocunst,aoc_cert,formalcomplaint,investigation,investoutcome,adjlocationintlcourt,adjlocationdomcourt,adjudicationoutcome,adjout_cert,transborder,destination,destinationISO,dest_cert,codernum,RstrctAccess
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,B,Yes,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Yes,Yes,Adjudication/Mediation,Yes,,Acquittal,B,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,Yes,Yes,No,No,No,No,B,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1995,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1000-9999,A,1338,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
COL,100,170,1995,1996,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,C,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,B,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,B,No,No,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,Not Zero,Yes,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,C,Yes,No,No,No,1-9,A,6,Yes,Yes,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,B,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,B,No,Yes,No,No,10-99,A,Not Zero,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,13,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1996,1996,Inside National Borders,,No,Yes,A,No,No,No,No,1000-9999,B,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,Yes,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,C,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,Yes,No,No,No,B,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,Yes,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,C,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Administrative Sanction,No,Yes,Unknown,B,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,2,No,No,Yes,No,No,No,B,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Yes,Unknown,,,,,,Not Transborder,,,,4,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1000-9999,C,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,B,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,Yes,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,12,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1000-9999,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,Yes,Yes,No,No,1-9,A,3,No,No,Yes,No,No,No,B,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,B,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,B,No,No,No,Yes,1-9,B,Not Zero,Yes,No,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,No,Yes,No,Yes,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,Yes,C,No,Yes,No,No,1-9,A,3,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1997,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,1998,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1997,2002,Inside National Borders,,No,Yes,B,No,Yes,No,Yes,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,Yes,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,100-999,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,15,No,No,No,No,No,Yes,A,Yes,No,Yes,No,Yes,Yes,No,A,Yes,Yes,Administrative Sanction,No,Yes,Unknown,B,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,2,No,No,No,No,No,Yes,A,Yes,No,Yes,No,Yes,Yes,No,A,Yes,Yes,Administrative Sanction,No,Yes,Unknown,B,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,Yes,B,No,Yes,No,No,1-9,C,Not Zero,No,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,Yes,C,No,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,C,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,1998,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,2,No,No,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1998,2002,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,Yes,A,No,No,No,No,100-999,A,Not Zero,Yes,No,Yes,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,100-999,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,B,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,1999,1999,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,Not Zero,No,Yes,Yes,No,No,No,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,Yes,A,Yes,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,C,No,No,No,No,No,Yes,No,C,Yes,Yes,Unknown,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,Yes,No,No,No,10-99,A,34,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,Yes,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,C,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,3,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,10-99,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2001,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2001,2002,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,Not Zero,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2002,2002,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,B,Not Zero,No,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2002,2002,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,3,No,No,No,No,No,Yes,A,No,No,Yes,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
COL,100,170,2002,2002,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,No,Yes,No,No,No,A,No,No,No,No,No,Yes,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
